"rt","m.z","p.value","mode"
0.325,565.48158,0.579965409463698,"positive"
0.355,565.51741,0.451373474339569,"positive"
0.35,565.56575,0.400507991829514,"positive"
0.512,565.64595,0.851299333811923,"positive"
2.109,566.03628,0.515673979447721,"positive"
2.117,566.32133,0.220477963173971,"positive"
2.01,566.3214,0.95065984470531,"positive"
2.152,566.39167,0.108457167567,"positive"
0.346,566.41142,0.677269363979645,"positive"
0.426,566.44011,0.944981997612799,"positive"
2.112,566.45439,0.413168604249124,"positive"
0.361,566.55087,0.199174367888868,"positive"
0.53,566.62218,0.593180499381763,"positive"
0.472,566.88184,0.223321498112893,"positive"
4.098,566.88922,0.0195112231469762,"positive"
4.1,566.94051,0.155117074263259,"positive"
0.353,567.04669,0.508105159852603,"positive"
1.5,567.25081,0.694484839086757,"positive"
1.777,567.25225,0.612488009115819,"positive"
0.375,567.28128,0.700237849824432,"positive"
0.458,567.30726,0.657254282505407,"positive"
0.728,567.36335,0.16571609363348,"positive"
0.368,567.36445,0.575390322277367,"positive"
1.029,567.45691,0.897310425978848,"positive"
0.483,567.45843,0.512139621078581,"positive"
0.415,567.46179,0.357970601689693,"positive"
0.404,567.86447,0.723617465577898,"positive"
0.457,568.16681,0.434800849849234,"positive"
0.739,568.29373,0.102035087860585,"positive"
2.119,568.30637,0.344755940240362,"positive"
1.996,568.33907,0.715186722787045,"positive"
2.107,568.34028,0.835498079278329,"positive"
0.368,568.36777,0.900787807765986,"positive"
1.097,568.37112,0.140156020213317,"positive"
2.125,568.41042,0.615325473745241,"positive"
0.477,568.41149,0.393607725219815,"positive"
0.357,568.42731,0.582334084867573,"positive"
0.423,568.45716,0.255227578359615,"positive"
2.108,568.46094,0.749900979902985,"positive"
0.472,568.47932,0.306867324507179,"positive"
0.423,568.52524,0.246685956306239,"positive"
0.357,568.54795,0.937835223379671,"positive"
0.492,568.56561,0.921184010995738,"positive"
0.652,568.73457,0.586023237279567,"positive"
0.453,568.85383,0.511327414111801,"positive"
0.472,568.91409,0.5291783445746,"positive"
0.342,569.22942,0.482980572313082,"positive"
0.473,569.28611,0.515503021022067,"positive"
2.107,569.29116,0.79852497710958,"positive"
2.22,569.32537,0.997997156374788,"positive"
0.943,569.37873,0.019368639750796,"positive"
0.371,569.4024,0.087948953043694,"positive"
2.114,569.41155,0.970194923833322,"positive"
0.357,569.43058,0.538541896513781,"positive"
0.461,569.67097,0.464418417533148,"positive"
2.538,569.87694,0.0182104265888417,"positive"
4.118,569.97374,0.0657730178724011,"positive"
0.461,570.00513,0.744585213920772,"positive"
2.112,570.29776,0.954419986432426,"positive"
0.803,570.31012,0.106273778799512,"positive"
1.722,570.31939,0.622772452773109,"positive"
0.466,570.33846,0.514409327822467,"positive"
2.203,570.34003,0.166105906765789,"positive"
2.114,570.35376,0.458384137225213,"positive"
1.999,570.35468,0.465794207657386,"positive"
0.345,570.44296,0.33231619635797,"positive"
3.02,570.45655,0.723944005493967,"positive"
3.297,570.45661,0.949773291939202,"positive"
2.179,570.45692,0.595651949914804,"positive"
0.666,570.45693,0.381727904913069,"positive"
2.006,570.45712,0.577214917392685,"positive"
1.459,570.45723,0.0629726004913139,"positive"
0.404,570.45735,0.544861634922221,"positive"
4.189,570.45758,0.692340142479143,"positive"
1.018,570.45763,0.472358722194244,"positive"
0.347,570.51024,0.914859406380527,"positive"
0.416,570.82382,0.275589220534342,"positive"
0.478,571.04477,0.738531067028015,"positive"
0.372,571.27928,0.972826365075004,"positive"
0.55,571.39233,0.245307350788313,"positive"
0.326,571.39451,0.29363100464971,"positive"
0.487,571.42851,0.344474581407634,"positive"
1.055,571.4608,0.279525733454947,"positive"
2.102,571.46148,0.344127931506526,"positive"
0.404,571.46152,0.556931518793479,"positive"
2.214,571.68651,0.418666595406835,"positive"
2.016,571.68667,0.462737658024103,"positive"
2.068,571.68672,0.734038905096423,"positive"
2.213,572.02011,0.118840978779784,"positive"
2.107,572.02068,0.792671271143141,"positive"
2.015,572.02112,0.522694081544386,"positive"
5.163,572.23539,0.298376849256828,"positive"
4.714,572.23754,0.358472115142373,"positive"
0.421,572.26884,0.666829286637097,"positive"
2.212,572.30131,0.0404665769208339,"positive"
1.694,572.33447,0.495803263763268,"positive"
2.215,572.354,0.240185000992401,"positive"
1.989,572.35599,0.406564719378367,"positive"
2.093,572.36953,0.244454673112749,"positive"
0.35,572.37825,0.652159717233889,"positive"
3.322,572.39046,0.143419638884744,"positive"
0.375,572.39997,0.533557893429574,"positive"
0.422,572.43602,0.620043724471549,"positive"
0.854,572.45179,0.392123521438121,"positive"
0.734,572.48838,0.291389609786004,"positive"
0.33,572.52496,0.71747060132189,"positive"
0.416,572.73243,0.89389749823967,"positive"
0.412,573.06676,0.0774585984858747,"positive"
0.357,573.27979,0.56467838632629,"positive"
0.462,573.28021,0.938122405774586,"positive"
0.339,573.30924,0.933403798300364,"positive"
1.982,573.37518,0.182125099002594,"positive"
0.459,573.38931,0.803184447594764,"positive"
0.533,573.40798,0.398512239422389,"positive"
0.322,573.48699,0.709753788482075,"positive"
0.463,573.8912,0.435268842527156,"positive"
0.379,574.28527,0.196707317681117,"positive"
3.113,574.30613,0.0657480126719924,"positive"
2.207,574.31733,0.262539304932427,"positive"
2.078,574.3188,0.144567503591973,"positive"
0.357,574.31958,0.911681097003925,"positive"
0.581,574.3711,0.346642051531637,"positive"
0.487,574.37981,0.1856910122348,"positive"
0.394,574.43121,0.467434007482894,"positive"
0.33,574.53998,0.835468052927071,"positive"
0.399,574.87209,0.911828839339647,"positive"
2.132,574.88607,0.0780969887672085,"positive"
0.659,574.9776,0.507958355538461,"positive"
0.358,574.9979,0.501831073869812,"positive"
0.546,575.25512,0.510518484804773,"positive"
0.476,575.28343,0.797785921345256,"positive"
1.244,575.3494,0.608405406622049,"positive"
0.47,575.39508,0.189433645147752,"positive"
1.033,575.41208,0.191284196519933,"positive"
4.079,575.41242,0.620338432707938,"positive"
0.409,575.46746,0.993733110297913,"positive"
1.609,575.50248,0.0952447154498528,"positive"
0.322,575.5025,0.59061935710528,"positive"
2.76,575.50379,0.31788896684443,"positive"
0.432,575.86278,0.945820307419774,"positive"
2.165,575.89253,0.0729152135101515,"positive"
2.22,575.89521,0.165994331712398,"positive"
0.709,575.90783,0.289822356081818,"positive"
0.478,576.00214,0.538616156677304,"positive"
4.204,576.02583,0.495991117671668,"positive"
0.373,576.34169,0.983049113881352,"positive"
1.596,576.36788,0.928035847077284,"positive"
1.494,576.36907,0.0452395109944175,"positive"
2.063,576.3693,0.740689660139235,"positive"
2.21,576.37525,0.635148286095075,"positive"
0.516,576.39512,0.38893065501917,"positive"
2.082,576.40211,0.512717568226583,"positive"
0.407,576.41056,0.942259088060603,"positive"
0.36,576.57156,0.242760636539843,"positive"
0.561,576.58181,0.470694606686744,"positive"
2.041,576.86999,0.0125124921219,"positive"
2.112,576.87118,0.462213527091302,"positive"
2.351,576.88469,0.0986746840435058,"positive"
0.512,576.95658,0.49574673515937,"positive"
0.343,577.33418,0.0679894085945015,"positive"
1.26,577.36563,0.582579535497587,"positive"
1.03,577.37037,0.710570957645698,"positive"
0.491,577.37047,0.479388133703267,"positive"
3.224,577.37092,0.00449164279456932,"positive"
0.35,577.44503,0.818622970266787,"positive"
0.416,577.48262,0.502534207757519,"positive"
1.604,577.51751,0.37009230925797,"positive"
2.759,577.51847,0.0164852017986534,"positive"
0.323,577.51898,0.455436832877965,"positive"
2.09,577.72374,0.279198113353663,"positive"
0.641,577.74437,0.189593289349009,"positive"
0.35,577.94759,0.638114925025755,"positive"
0.95,578.03872,0.49971107402834,"positive"
1.2,578.03931,0.191210534925545,"positive"
1.077,578.03939,0.344779990434539,"positive"
2.095,578.05794,0.0769143871150605,"positive"
0.645,578.07857,0.479829169972028,"positive"
2.079,578.25398,0.236959265673692,"positive"
2.209,578.25443,0.944285106391388,"positive"
2.768,578.33772,0.13594233394972,"positive"
0.444,578.33831,0.780251641622953,"positive"
0.679,578.37246,0.289429836275233,"positive"
0.952,578.37246,0.499992210879541,"positive"
1.081,578.37342,0.136163379074121,"positive"
1.201,578.37367,0.601251957677025,"positive"
0.56,578.37483,0.643526569224661,"positive"
2.166,578.3925,0.330966666383396,"positive"
2.061,578.39287,0.7988530032373,"positive"
1.949,578.421,0.209473272226962,"positive"
0.651,578.42599,0.0907328897169416,"positive"
0.503,578.65946,0.968698811311176,"positive"
0.417,578.68638,0.72930896595268,"positive"
1.2,578.70683,0.561303134464703,"positive"
0.956,578.70725,0.499536533077378,"positive"
1.078,578.70763,0.371195869071536,"positive"
0.418,579.02185,0.7324007206185,"positive"
0.652,579.14823,0.498384567129168,"positive"
0.412,579.17981,0.648098618759559,"positive"
2.082,579.25717,0.307882291075896,"positive"
0.358,579.27314,0.597608425596891,"positive"
3.554,579.29083,0.840568078655797,"positive"
1.034,579.31309,0.505078822020782,"positive"
0.512,579.42608,0.731687640694173,"positive"
0.412,579.49805,0.443637506883769,"positive"
0.544,579.86305,0.740658845534636,"positive"
2.232,579.8634,0.297221341818442,"positive"
0.395,579.92585,0.575463498045918,"positive"
0.475,579.98698,0.352321399209088,"positive"
0.412,580.18223,0.974597716018306,"positive"
0.5,580.23036,0.388638966133171,"positive"
2.149,580.27985,0.126379422795563,"positive"
2.035,580.28006,0.00463154584432088,"positive"
0.443,580.35079,0.513316934724442,"positive"
0.657,580.36116,0.959858645401697,"positive"
2.149,580.4078,0.426687976500487,"positive"
2.034,580.40798,0.393801130071555,"positive"
0.354,580.4573,0.119931947448776,"positive"
0.721,580.57747,0.763242794106792,"positive"
0.377,580.83444,0.895302697486726,"positive"
0.378,580.85286,0.46551204995016,"positive"
0.352,581.13925,0.608544454154617,"positive"
2.995,581.23379,0.522434557376625,"positive"
1.48,581.23753,0.216462940694503,"positive"
0.376,581.23843,0.671577985165656,"positive"
1.264,581.23885,0.73018663169383,"positive"
2.333,581.23891,0.347443838655606,"positive"
0.499,581.23897,0.406440065398621,"positive"
1.07,581.23908,0.133865850667342,"positive"
0.771,581.25666,0.635137121687093,"positive"
1.505,581.2678,0.439075712333835,"positive"
0.642,581.28578,0.552148999506266,"positive"
3.526,581.30744,0.143559374375598,"positive"
0.463,581.34435,0.695041709588939,"positive"
0.515,581.38031,0.31431787735117,"positive"
0.345,581.39803,0.947830612081005,"positive"
0.36,581.56147,0.64268981020076,"positive"
0.496,582.18996,0.115800110412393,"positive"
1.035,582.24468,0.607039237467895,"positive"
1.254,582.24506,0.63168656026851,"positive"
0.5,582.24574,0.372116070896491,"positive"
0.376,582.24597,0.55763504700812,"positive"
2.117,582.29555,0.365913727367713,"positive"
2.012,582.2959,0.21669454715178,"positive"
0.419,582.3675,0.840299710632801,"positive"
1.099,582.38806,0.466604465977596,"positive"
0.346,582.4049,0.81463214307807,"positive"
2.297,582.41168,0.070306413338545,"positive"
2.025,582.42316,0.980437969564471,"positive"
2.131,582.42457,0.670258119419473,"positive"
0.353,582.47304,0.362259830583543,"positive"
0.536,582.54504,0.910134125587737,"positive"
1.521,582.86935,0.0513776091641364,"positive"
2.29,582.88362,0.39071060396318,"positive"
1.17,582.88883,0.62034372131526,"positive"
0.488,582.88914,0.394672628513124,"positive"
2.383,583.04972,0.221334444761262,"positive"
0.681,583.07626,0.172866613883293,"positive"
0.353,583.13456,0.595455233832748,"positive"
1.469,583.25406,0.252055532582554,"positive"
1.01,583.2541,0.00695355310384091,"positive"
0.476,583.30169,0.570042783840903,"positive"
3.514,583.32745,0.61633780221526,"positive"
0.614,583.366,0.92803472535873,"positive"
1.052,583.37647,0.411109191305657,"positive"
0.917,583.37649,0.275046836601633,"positive"
0.352,583.41324,0.79789367506994,"positive"
0.423,583.42478,0.821748365386086,"positive"
2.024,583.42567,0.947777792973207,"positive"
2.131,583.42754,0.651461499280467,"positive"
0.917,583.42889,0.162943423147274,"positive"
1.035,583.45097,0.057039418293688,"positive"
0.516,583.45228,0.431675149380164,"positive"
1.491,583.50748,0.0334782360257386,"positive"
0.355,583.52809,0.91500883458661,"positive"
0.661,583.54009,0.490373415588624,"positive"
0.478,583.84609,0.47946033405757,"positive"
0.483,583.89284,0.48963230601104,"positive"
1.055,583.94645,0.296044435199846,"positive"
0.436,584.0274,0.565666468338359,"positive"
2.82,584.15401,0.164176399735782,"positive"
0.378,584.18244,0.384905743878191,"positive"
0.377,584.20566,0.273806939298149,"positive"
1.239,584.26111,0.608154394432989,"positive"
1.026,584.26134,0.271670697097647,"positive"
0.377,584.26248,0.57774079111927,"positive"
2.127,584.31086,0.158720134343994,"positive"
2.019,584.31353,0.185136343148395,"positive"
2.472,584.3454,0.572029564660447,"positive"
1.74,584.3561,0.019714182237677,"positive"
1.676,584.35656,0.157426967672167,"positive"
1.935,584.35684,0.14972546384203,"positive"
0.559,584.3999,0.0222754499101819,"positive"
0.377,584.45219,0.424464062482589,"positive"
3.304,584.47246,0.708533858882977,"positive"
1.069,584.4728,0.522075281913555,"positive"
1.459,584.47293,0.445409811983305,"positive"
1.239,584.47294,0.883351380100997,"positive"
0.496,584.47303,0.786288844206765,"positive"
4.051,584.47305,0.083518043639997,"positive"
0.401,584.47309,0.625742024981004,"positive"
2.262,584.4732,0.0563992077913653,"positive"
0.992,584.47342,0.549090170164302,"positive"
3.001,584.47344,0.921674464107443,"positive"
0.303,584.47359,0.768798150476279,"positive"
4.186,584.47362,0.434573713931755,"positive"
0.621,584.48865,0.517066140129206,"positive"
0.586,584.52322,0.364282796316029,"positive"
0.485,584.90158,0.389386120009203,"positive"
0.378,585.1849,0.868449391359661,"positive"
0.378,585.26978,0.650212551549527,"positive"
2.342,585.27026,0.390276515743387,"positive"
1.082,585.27031,0.259062491785998,"positive"
1.459,585.27047,0.00160565937777901,"positive"
1.275,585.2708,0.118756589117674,"positive"
1.872,585.27101,0.411416406211177,"positive"
0.809,585.28697,0.705783476569315,"positive"
1.544,585.37351,0.205018495931824,"positive"
1.477,585.3739,0.849379347315406,"positive"
1.05,585.39534,0.49805362466507,"positive"
0.359,585.42867,0.644625875623334,"positive"
1.526,585.5229,0.668585630926207,"positive"
0.41,585.8021,0.513719060738848,"positive"
0.769,585.82883,0.975028484737985,"positive"
0.914,585.82925,0.161656863682904,"positive"
0.468,585.82985,0.826174630090962,"positive"
0.378,586.0784,0.411980139124454,"positive"
0.35,586.33678,0.439828926919596,"positive"
0.344,586.3545,0.258257264355543,"positive"
2.217,586.36138,0.0981050857157654,"positive"
2.037,586.36195,0.932948972486155,"positive"
2.093,586.36203,0.973337279280029,"positive"
1.638,586.3776,0.551876675198502,"positive"
0.498,586.41434,0.28192035263079,"positive"
0.367,586.4153,0.507791294048013,"positive"
0.338,586.43822,0.190770539961531,"positive"
0.417,586.45137,0.650512659755553,"positive"
1.069,586.45242,0.320564364813755,"positive"
0.824,586.46773,0.495014906146238,"positive"
0.329,586.53982,0.75790448269296,"positive"
2.219,586.69589,0.337061252350583,"positive"
2.039,586.69646,0.876947782661646,"positive"
2.093,586.69676,0.994571075020228,"positive"
0.956,586.72528,0.286997474297617,"positive"
0.496,586.91851,0.280290551420351,"positive"
2.076,587.03056,0.607694920033185,"positive"
2.217,587.03099,0.278344548679738,"positive"
0.413,587.25865,0.55170959003476,"positive"
2.037,587.28612,0.632881588357706,"positive"
0.355,587.29603,0.884637560833559,"positive"
0.549,587.32881,0.475882627196738,"positive"
0.811,587.33059,0.770161282228529,"positive"
0.407,587.41127,0.563763945382119,"positive"
0.528,587.42234,0.431262357602641,"positive"
0.348,587.53863,0.479807876343296,"positive"
0.511,587.87464,0.709806985546417,"positive"
0.529,587.92617,0.91250542968009,"positive"
1.971,588.04181,0.324547366617913,"positive"
0.76,588.35732,0.114644423130198,"positive"
0.595,588.35781,0.117274367643229,"positive"
1.85,588.3769,0.484633625240865,"positive"
2.12,588.37777,0.82139547609659,"positive"
0.455,588.39456,0.0799215215312208,"positive"
2.314,588.40127,0.233691178066912,"positive"
0.363,588.41013,0.860856603872177,"positive"
0.41,588.43146,0.486476500411975,"positive"
1.903,588.43616,0.273837517900873,"positive"
0.329,588.5554,0.802489656846646,"positive"
0.596,588.58249,0.56595521953513,"positive"
1.967,588.71059,0.167087328698721,"positive"
0.481,588.89752,0.0948722837580786,"positive"
0.979,589.24043,0.5125269155401,"positive"
1.022,589.3002,0.500987105545631,"positive"
2.114,589.30028,0.534179748080382,"positive"
0.342,589.32652,0.448784980708612,"positive"
0.411,589.37587,0.569648000748046,"positive"
0.474,589.38314,0.551819021439708,"positive"
0.403,589.44608,0.98076132320614,"positive"
0.331,589.48115,0.261724242823484,"positive"
0.323,589.51924,0.594085693652248,"positive"
0.355,589.56633,0.735329389672197,"positive"
0.539,589.90256,0.024915771325846,"positive"
0.415,589.92132,0.493971814890855,"positive"
0.696,589.92151,0.211355846896098,"positive"
2.254,590.21272,0.0917426246603514,"positive"
0.458,590.22422,0.132006007456111,"positive"
1.161,590.30767,0.528109887847077,"positive"
0.467,590.30831,0.517213562861998,"positive"
1.995,590.31996,0.952276477611457,"positive"
2.105,590.32136,0.810928003911273,"positive"
0.364,590.35611,0.503583850285088,"positive"
0.479,590.38646,0.719569092687333,"positive"
2.48,590.3908,0.404686836175207,"positive"
0.498,590.41086,0.148585996675992,"positive"
0.405,590.42669,0.646188131226121,"positive"
2.104,590.45363,0.521261797478348,"positive"
1.887,590.45369,0.333257492748972,"positive"
0.333,590.5346,0.871316928674916,"positive"
0.359,590.58654,0.113568301010765,"positive"
0.594,590.59758,0.679815981990917,"positive"
0.459,590.86787,0.963154746753096,"positive"
0.661,590.95227,0.497262760148184,"positive"
0.479,591.25679,0.717100507213212,"positive"
0.601,591.31654,0.501764097148304,"positive"
2.259,591.3175,0.511644491666818,"positive"
0.365,591.35809,0.616640693488667,"positive"
0.829,591.36756,0.0342174355778,"positive"
1.028,591.38636,0.974963091129096,"positive"
3.238,591.38693,0.386698728507694,"positive"
0.409,591.4615,0.893369909064862,"positive"
0.323,591.49838,0.525659237340576,"positive"
0.366,591.58102,0.819085776317401,"positive"
0.408,591.84562,0.532493691939297,"positive"
0.478,591.97488,0.511541382893144,"positive"
4.159,592.01825,0.0361810288121503,"positive"
0.347,592.12772,0.140917110309552,"positive"
2.085,592.25411,0.154210859325176,"positive"
2.111,592.33645,0.464745791818185,"positive"
0.527,592.35335,0.737942764778976,"positive"
0.4,592.35924,0.931239605040452,"positive"
2.487,592.36329,0.254942919787667,"positive"
0.494,592.37126,0.518150138300942,"positive"
0.601,592.39065,0.293975741645906,"positive"
0.366,592.4052,0.572925819635915,"positive"
0.652,592.41967,0.777830192255587,"positive"
2.085,592.47012,0.783743678350887,"positive"
1.247,592.7142,0.497489330356775,"positive"
0.655,592.75306,0.602380534623911,"positive"
0.408,592.81049,0.727203642506697,"positive"
0.514,592.93237,0.64589325698274,"positive"
1.25,593.04862,0.496123709551746,"positive"
0.658,593.08605,0.973414374649066,"positive"
0.621,593.27478,0.509513819548728,"positive"
0.407,593.27705,0.508219494842311,"positive"
2.237,593.33179,0.483700915988962,"positive"
0.617,593.3328,0.489580810513706,"positive"
1.031,593.38323,0.900589710190821,"positive"
0.497,593.44157,0.542231357184906,"positive"
0.415,593.47758,0.862604224506723,"positive"
0.349,593.59714,0.335332077738781,"positive"
0.563,593.90675,0.169144142208408,"positive"
0.909,594.03081,0.50739469335932,"positive"
2.11,594.33589,0.465099134377831,"positive"
0.846,594.35113,0.969601661937921,"positive"
0.795,594.35196,0.0758254730637577,"positive"
0.691,594.36907,0.0851620774498417,"positive"
1.121,594.37001,0.252788768149957,"positive"
1.771,594.37717,0.788309335438021,"positive"
1.547,594.41197,0.727256476880861,"positive"
2.074,594.48523,0.461050292229585,"positive"
0.352,594.49402,0.975235855813841,"positive"
0.359,594.58175,0.275594318699213,"positive"
0.902,594.69622,0.493712862580835,"positive"
2.268,594.71752,0.102365508983127,"positive"
0.731,594.8297,0.492492515043426,"positive"
0.896,594.85722,0.635683582450929,"positive"
0.41,594.93141,0.484167294776487,"positive"
1.39,595.14451,0.502367180447859,"positive"
0.398,595.17367,0.595786906109316,"positive"
0.357,595.24848,0.64018555728572,"positive"
0.358,595.27883,0.527416254914318,"positive"
1.503,595.28262,0.69628148275045,"positive"
2.22,595.34875,0.34984075732827,"positive"
0.462,595.35848,0.234091175170812,"positive"
0.412,595.49291,0.503196201235882,"positive"
0.47,595.90351,0.644524154353304,"positive"
0.385,596.08228,0.582278272758724,"positive"
3.547,596.3212,0.5093197138632,"positive"
1.687,596.33382,0.340946854610783,"positive"
2.074,596.36908,0.304005078983282,"positive"
0.384,596.38295,0.821237391930231,"positive"
0.542,596.39407,0.221013881919232,"positive"
0.746,596.40289,0.724126950951947,"positive"
0.372,596.4354,0.699145378580016,"positive"
0.348,596.49037,0.246564093638793,"positive"
0.383,596.50975,0.718664139045712,"positive"
0.489,596.59696,0.60586527134911,"positive"
0.353,597.05688,0.499240319105845,"positive"
0.567,597.23377,0.595983030115453,"positive"
3.072,597.28723,0.325873204731344,"positive"
0.364,597.29494,0.523831430463304,"positive"
3.552,597.30217,0.730424928934133,"positive"
0.468,597.31811,0.584659426010545,"positive"
0.479,597.33916,0.27766608484438,"positive"
1.258,597.36231,0.69750935337576,"positive"
0.425,597.37301,0.620869989837054,"positive"
0.481,597.40829,0.159593503510231,"positive"
0.989,597.41012,0.595857348320137,"positive"
1.029,597.4682,0.992304811533337,"positive"
0.321,597.48617,0.72852961730476,"positive"
1.557,597.4885,0.423146385180535,"positive"
0.566,598.24099,0.40692776662554,"positive"
2.165,598.31692,0.122372462507198,"positive"
0.924,598.37321,0.927403246626617,"positive"
0.863,598.37419,0.571842519252954,"positive"
1.163,598.38115,0.494881175063185,"positive"
2.015,598.38127,0.403634599246286,"positive"
1.923,598.38162,0.283793240061249,"positive"
1.716,598.38175,0.502331968027625,"positive"
1.828,598.38202,0.637611500001535,"positive"
2.077,598.38453,0.527918161086558,"positive"
0.345,598.39991,0.227867219409598,"positive"
2.197,598.44182,0.633756323966269,"positive"
2.28,598.44212,0.357676107292828,"positive"
0.351,598.48896,0.476678595975047,"positive"
0.668,598.50365,0.175931652659316,"positive"
0.443,598.87417,0.80435713002679,"positive"
0.353,599.05477,0.500308345805315,"positive"
0.348,599.1586,0.518289488545907,"positive"
0.36,599.21758,0.472915843860788,"positive"
4.066,599.23378,0.700759441754548,"positive"
3.406,599.23473,0.0661957760417348,"positive"
0.565,599.24533,0.317229085034556,"positive"
1.812,599.24813,0.413764367422371,"positive"
1.897,599.24828,0.791055376403078,"positive"
1.466,599.24983,0.649702203030028,"positive"
0.42,599.26105,0.717313869665721,"positive"
3.525,599.31777,0.378321815039948,"positive"
0.367,599.38817,0.916054078896848,"positive"
0.743,599.38928,0.381226154800636,"positive"
0.877,599.39037,0.307716889865953,"positive"
0.352,599.40719,0.348658024330068,"positive"
2.197,599.43805,0.691655429011551,"positive"
1.556,599.50203,0.462116286408447,"positive"
0.322,599.50308,0.52704040604002,"positive"
2.704,599.50338,0.0880039863967271,"positive"
0.743,599.51451,0.4814827269881,"positive"
0.895,599.51513,0.14752441708932,"positive"
2.086,599.54864,0.624806247562772,"positive"
2.09,599.89575,0.216981168882967,"positive"
1.462,600.25735,0.445482996803466,"positive"
2.207,600.31378,0.778471360009183,"positive"
0.415,600.33052,0.616231042388007,"positive"
2.151,600.33279,0.883712148581905,"positive"
2.152,600.37706,0.771697672434804,"positive"
0.363,600.43125,0.515155915361323,"positive"
1.521,600.46703,0.300004080717122,"positive"
4.049,600.46716,0.564500050058447,"positive"
0.414,600.46775,0.527126721496793,"positive"
0.731,600.46779,0.391622211846956,"positive"
1.051,600.46784,0.535775809001714,"positive"
2.149,600.46802,0.534025860404375,"positive"
2.702,600.4681,0.714920915418405,"positive"
3.014,600.46826,0.641557845354892,"positive"
0.345,600.46848,0.605794233352838,"positive"
3.324,600.46856,0.787420925822169,"positive"
0.52,600.46867,0.411694736695445,"positive"
0.826,600.48335,0.412786148951277,"positive"
0.414,600.52008,0.636519128937765,"positive"
0.382,600.75195,0.452583237410151,"positive"
0.96,600.84792,0.716972648145462,"positive"
1.089,600.84853,0.930416751220764,"positive"
4.096,600.88179,0.383113774647379,"positive"
0.493,600.92993,0.108578226394775,"positive"
2.23,601.03643,0.395197272710548,"positive"
2.106,601.0379,0.306375546422938,"positive"
0.948,601.06649,0.150090326329934,"positive"
0.699,601.12953,0.509205134936315,"positive"
0.423,601.26336,0.545437499730193,"positive"
2.942,601.26425,0.421419430006204,"positive"
3.144,601.26505,0.0392530083224508,"positive"
2.112,601.26568,0.501533917738051,"positive"
0.359,601.32947,0.713208846943753,"positive"
2.096,601.37009,0.540666542296095,"positive"
2.23,601.37072,0.326587744529486,"positive"
0.547,601.37129,0.406368434817072,"positive"
2.149,601.37645,0.806656209186058,"positive"
0.95,601.39894,0.20370144496869,"positive"
1.081,601.40084,0.204464419053218,"positive"
0.36,601.42363,0.149560079661949,"positive"
0.517,601.43872,0.729322756956287,"positive"
2.234,601.47016,0.345399956794785,"positive"
0.322,601.51839,0.639319853113947,"positive"
2.731,601.51867,0.92669499472232,"positive"
1.576,601.51869,0.0671576173952196,"positive"
2.104,601.70554,0.894320104921092,"positive"
2.228,601.70596,0.440203719211817,"positive"
0.892,601.73581,0.105462095220844,"positive"
1.067,601.73583,0.0778293257482213,"positive"
0.477,601.80521,0.476097635267528,"positive"
0.422,602.08635,0.78989356773105,"positive"
0.352,602.24962,0.375110586656519,"positive"
2.167,602.25224,0.285709719856771,"positive"
2.058,602.25381,0.749017260458367,"positive"
0.37,602.33146,0.761279406708569,"positive"
0.357,602.35034,0.994372732535341,"positive"
0.457,602.35286,0.733877853888933,"positive"
0.56,602.37411,0.274361338200977,"positive"
2.017,602.39172,0.288106397585431,"positive"
2.119,602.39284,0.659366048130187,"positive"
1.066,602.41066,0.687488514795956,"positive"
0.36,602.42697,0.287951642634087,"positive"
0.434,602.44688,0.845158854956538,"positive"
0.358,602.58763,0.190359814900284,"positive"
0.556,602.59671,0.559400735017387,"positive"
0.804,603.25606,0.496504822879537,"positive"
3.499,603.29292,0.658628009504063,"positive"
2.015,603.39759,0.082017617645882,"positive"
0.482,603.39965,0.701113805365163,"positive"
0.556,603.41797,0.16139889239277,"positive"
0.355,603.43723,0.207564889734155,"positive"
1.581,603.53426,0.206739526640967,"positive"
0.322,603.53437,0.49988735305159,"positive"
2.733,603.53459,0.649710042021312,"positive"
5.974,603.78979,0.30934498267488,"positive"
0.552,603.8779,0.282438322024066,"positive"
0.554,604.128,0.0443664618720596,"positive"
0.457,604.24007,0.945223127792515,"positive"
2.151,604.27051,0.391646913953638,"positive"
2.035,604.27198,0.237120978291494,"positive"
0.418,604.29586,0.173257753028793,"positive"
0.801,604.29881,0.79500020639187,"positive"
0.997,604.35207,0.395102207786203,"positive"
0.669,604.35305,0.135820268484904,"positive"
0.813,604.35357,0.626849661633817,"positive"
0.359,604.36974,0.945558134655395,"positive"
0.413,604.38259,0.73071888854039,"positive"
0.488,604.38949,0.473997475522343,"positive"
0.949,604.40031,0.845747697781638,"positive"
0.803,604.40362,0.484432651985086,"positive"
2.022,604.40494,0.208602229677193,"positive"
2.126,604.40761,0.194801593143581,"positive"
0.358,604.60282,0.308357473022261,"positive"
0.948,604.90053,0.326327194355796,"positive"
0.824,604.90097,0.489454606024479,"positive"
0.669,604.98601,0.506609922534947,"positive"
0.534,605.26882,0.312620232635758,"positive"
0.345,605.32151,0.746815223480538,"positive"
0.609,605.38034,0.518118209054749,"positive"
0.984,605.38952,0.0319516365681839,"positive"
1.584,605.38966,0.164886220221768,"positive"
1.459,605.38977,0.245602743484646,"positive"
1.192,605.38984,0.45455576794985,"positive"
3.248,605.40283,0.920815790458198,"positive"
0.372,605.47264,0.203129328330772,"positive"
